Time (s);X (m/s^2);Y (m/s^2);Z (m/s^2);absolute;sliding average
8490079667,00;-109800769,70;2,11E+07;-8,53E+07;109800769,7;56997748,61
8514910667,00;-39614301,32;2,55E+07;-4,33E+07;39614301,32;54814073,44
8539746667,00;-7504316,57;-7,02E+07;-3,52E+06;7504316,568;52352655,53
8564577667,00;1545419,10;-1,34E+08;-4,46E+07;1545419,097;51065293,55
8589413667,00;-10111590,03;-7,48E+07;-1,21E+08;10111590,03;51397740,25
8614244667,00;-30356404,78;-1,29E+07;-8,55E+07;30356404,78;46069302,56
8639080667,00;-22258595,82;1,39E+06;2,67E+06;22258595,82;38041790,13
8663911667,00;-18104733,82;-2,43E+07;4,33E+06;18104733,82;33652220,37
8688747667,00;-74981769,92;-1,52E+07;1,16E+07;74981769,92;34919766,78
8713578667,00;-69057955,74;2,93E+07;1,53E+07;69057955,74;30392787,46
8738414667,00;-77134130,00;8,02E+07;3,42E+07;77134130;34561657,31
8763245667,00;-68302495,48;6,87E+07;1,89E+07;68302495,48;41317010,52
8788081667,00;-49804828,76;9,28E+06;4,86E+06;49804828,76;46679167,15
8812912667,00;-30973870,75;3,03E+06;-4,16E+07;30973870,75;48997198,34
8837748667,00;-17414177,66;-7,53E+06;-4,88E+07;17414177,66;47559173,11
8862579667,00;-6675766,11;-2,71E+07;-4,58E+07;6675766,11;45827747,58
8887415667,00;-29159479,74;-3,70E+07;-2,23E+07;29159479,74;47056052,68
8912246667,00;-7489698,53;-1,55E+07;-2,03E+07;7489698,529;39556933,64
8937082667,00;-90247095,82;2,90E+07;-4,89E+07;90247095,82;41911282,54
8961913667,00;-85055353,05;6,15E+07;3,02E+06;85055353,05;42791418,43
8986749667,00;-66913781,76;6,34E+07;4,95E+07;66913781,76;42637116,91
9011580667,00;-79630306,36;2,26E+07;3,91E+07;79630306,36;45951058,86
9036416667,00;-72128913,40;-3,19E+07;-2,54E+07;72128913,4;50523841,38
9061247667,00;-44156418,44;-2,32E+07;-3,52E+07;44156418,44;53495201,47
9086083667,00;-22142820,95;-4,32E+07;1,98E+07;22142820,95;55213763,12
9110914667,00;-43303309,68;-5,90E+07;1,81E+07;43303309,68;56785299,78
9135750667,00;-31962050,20;-8,82E+07;-3,79E+07;31962050,2;59504449,96
9160581667,00;9138028,62;-1,13E+08;-2,18E+07;9138028,622;50492331,38
9185417667,00;-46671305,89;-7,04E+07;-1,55E+07;46671305,89;46227437,26
9210248667,00;-57466435,43;-4,97E+07;-2,45E+07;57466435,43;45177732,11
9235084667,00;-29967564,94;-3,60E+07;-9,62E+05;29967564,94;39659649,73
9259915667,00;-39863392,71;-5,78E+07;1,52E+07;39863392,71;36074591,87
9284751667,00;-43071759,94;-2,20E+07;-7,97E+06;43071759,94;35954074,26
9309581667,00;-48365244,27;6,57E+06;-3,89E+07;48365244,27;38867676,85
9334418667,00;-46998165,25;2,59E+07;-4,14E+07;46998165,25;39278216,36
9359248667,00;-57259444,00;1,26E+07;-2,52E+07;57259444;42089037,89
9384085667,00;-40431742,07;-3,84E+06;1,06E+07;40431742,07;45566117,17
9408915667,00;-35597264,17;-1,32E+06;-2,62E+06;35597264,17;44335668,09
9433752667,00;-38044908,64;-1,49E+07;-5,68E+07;38044908,64;42177720,67
9458582667,00;-46898762,58;-5,75E+06;-3,61E+07;46898762,58;44058964,85
9483419667,00;-30565735,10;3,13E+06;2,57E+06;30565735,1;43025891,78
9508249667,00;-45890702,61;-2,80E+07;-3,22E+07;45890702,61;43339107,63
9533086667,00;-33869996,67;-4,58E+07;-3,13E+07;33869996,67;41728524,57
9557916667,00;-45874915,12;-2,13E+06;-1,68E+07;45874915,12;41603719
9582752667,00;-64679560,66;5,50E+07;1,73E+06;64679560,66;42428176,4
9607583667,00;-68800678,25;7,18E+07;-1,78E+07;68800678,25;45580280,42
9632419667,00;-48232512,47;3,24E+07;-3,23E+07;48232512,47;46984196,9
9657250667,00;-35125393,87;1,71E+07;-1,45E+07;35125393,87;46659806,37
9682086667,00;-42132697,11;2,07E+07;-3,95E+07;42132697,11;46130243,54
9706917667,00;-66371744,87;-3,00E+07;-2,83E+07;66371744,87;50108689,07
9731753667,00;-56961236,00;-3,26E+07;1,23E+07;56961236;51338748,34
9756584667,00;-36135208,01;1,43E+06;4,01E+07;36135208,01;51590438,48
9781420667,00;-79444949,63;7,60E+06;-5,21E+07;79444949,63;55320442,32
9806251667,00;-51925613,88;-1,12E+07;-5,56E+07;51925613,88;53903337,12
9831087667,00;-38710321,78;6,38E+06;-1,48E+07;38710321,78;50559964,18
9855918667,00;-35100250,84;-1,76E+07;2,04E+07;35100250,84;49100824
9880754667,00;-77633482,22;-1,52E+07;-2,82E+07;77633482,22;53823944,93
9905585667,00;-57959940,43;2,26E+06;-3,71E+07;57959940,43;55582527,52
9930421667,00;-42545510,53;-4,54E+07;1,39E+07;42545510,53;52935168,15
9955252667,00;-40400167,11;-9,29E+07;5,07E+06;40400167,11;51095049,38
9980088667,00;-24916740,06;-4,64E+07;-4,18E+07;24916740,06;49848552,94
10004919540,00;-11596782,80;-4,16E+07;-4,01E+07;11596782,8;42309867,74
10029755540,00;-41742687,82;-7,40E+07;4,50E+06;41742687,82;41178431,51
10054586540,00;-11257644,30;-8,06E+07;-4,40E+06;11257644,3;38128134,01
10079422540,00;-22760286,93;-8,84E+07;-1,12E+07;22760286,93;36757026,91
10104253540,00;-25648811,46;-7,49E+07;-2,30E+07;25648811,46;30980952,38
10129089540,00;-56726177,93;-2,35E+06;-4,34E+07;56726177,93;30843867,66
10153920540,00;-42099952,70;3,98E+06;-3,07E+07;42099952,7;30794361,23
10178756540,00;-22097212,67;-6,19E+07;-7,79E+06;22097212,67;28760699,63
10203587540,00;-30817750,10;-8,45E+07;-2,50E+07;30817750,1;29416367,41
10228423540,00;-40693697,33;-1,90E+08;-4,63E+07;40693697,33;32649357,92
10253254540,00;-59846252,20;-2,01E+08;-3,37E+06;59846252,2;34660865,07
10278090540,00;-87453296,18;5,61E+07;-1,81E+07;87453296,18;43127048,61
10302921540,00;-137839338,20;2,14E+08;-3,14E+07;137839338,2;55913609,86
10327757540,00;-165295524,00;2,34E+08;-6,46E+07;165295524;71429911,26
10352588540,00;-163290513,80;1,89E+08;-3,23E+07;163290513,8;83270393,02
10377424540,00;-3979030,25;2,37E+08;-4,88E+08;3979030,252;79034734,97
10402255540,00;-259930370,50;4,09E+08;-3,99E+08;259930370,5;105460641,4
10427091540,00;-5884637,83;3,86E+08;-3,53E+08;5884637,833;102690295,6
10451922540,00;-93420379,76;2,12E+08;-3,96E+07;93420379,76;108548815,9
10476758540,00;-149731990,10;5,90E+07;1,97E+08;149731990,1;118536120,1
10501589540,00;-147569689,80;3,51E+05;1,43E+08;147569689,8;125215719,4
10526425540,00;-114072745,40;1,06E+08;8,30E+07;114072745,4;122574986,8
10551256540,00;-10451313,26;2,59E+08;-1,31E+08;10451313,26;105370074,5
10576092540,00;16845828,29;2,12E+08;-5,04E+07;16845828,29;89098442,8
10600922540,00;-62814298,87;2,36E+08;-1,53E+08;62814298,87;95635694,87
10625759540,00;-135161313,40;3,87E+08;4,29E+07;135161313,4;81772466,3
10650589540,00;13077297,81;6,68E+08;7,77E+07;13077297,81;82571650,74
10675426540,00;1454787,25;1,06E+09;1,93E+08;1454787,254;72353251,58
10700256540,00;-326667566,30;1,17E+09;-9,97E+06;326667566,3;92012760,04
10725093540,00;-67405532,60;1,73E+09;2,25E+08;67405532,6;83105631,46
10749923540,00;87439262,87;1,88E+09;6,48E+08;87439262,87;80146355,63
10774760540,00;-18898200,99;2,10E+09;9,37E+08;18898200,99;81084898,71
10799590540,00;-352039804,50;1,85E+09;9,35E+08;352039804,5;118328673,8
10824426540,00;-830340875,40;7,49E+07;1,29E+09;830340875,4;203609404,6
10849257540,00;-846491469,70;-1,43E+09;1,26E+09;846491469,7;282646088,6
10874093540,00;-267032983,30;-1,76E+09;5,42E+07;267032983,3;310863387
10898924540,00;86723563,67;-1,48E+09;-9,18E+08;86723563,67;320337695,5
10923760540,00;129317606,10;-9,72E+08;-6,06E+08;129317606,1;298409922,1
10948591540,00;52333749,53;-7,53E+08;-6,54E+08;52333749,53;296735279,6
10973427540,00;-44851652,38;4,32E+08;-6,06E+08;44851652,38;292003322,8
10998258540,00;-320960099,10;1,34E+09;-2,41E+08;320960099,1;325565756
11023095040,00;-838085512,50;2,01E+09;8,06E+08;838085512,5;379570834,6
11047926040,00;-790923040,50;1,41E+09;1,29E+09;790923040,5;375191075,2
11072762040,00;-30644087,79;-8,76E+08;1,36E+09;30644087,79;284541366,1
11097593040,00;296156210,30;-1,75E+09;1,13E+09;296156210,3;287777280,2
11122429040,00;-86627669,33;-5,28E+08;2,72E+08;86627669,33;287766625,3
11147260040,00;-2454076,41;5,39E+07;2,05E+08;2454076,409;273670677,5
11172096040,00;94348917,60;4,93E+08;1,51E+08;94348917,6;278339029,5
11196927040,00;114535260,20;-7,82E+07;3,06E+08;114535260,2;286081652,6
11221763040,00;139216942,20;-6,64E+08;3,64E+08;139216942,2;265887968,5
11246594040,00;324371949,40;-8,85E+08;7,07E+08;324371949,4;208808683,7
11271430040,00;348993405,10;-1,20E+09;1,16E+09;348993405,1;159705390,9
11296261040,00;576825485,20;-1,08E+09;8,45E+08;576825485,2;220392212,9
11321097040,00;417692341,80;-3,46E+08;6,23E+08;417692341,8;233896227,5
11345928040,00;39522500,04;4,50E+08;9,92E+07;39522500,04;228662319,8
11370764040,00;597978372,60;-5,50E+08;-3,07E+09;597978372,6;294831686
11395595040,00;-94608533,98;-1,79E+09;-2,06E+09;94608533,98;294860532,3
11420431040,00;-703591951,10;3,07E+08;-1,87E+08;703591951,1;360311275,7
11445262040,00;-120777162,90;4,31E+08;-2,80E+08;120777162,9;358262411,3
11470098040,00;-428488640,80;-1,18E+09;9,93E+08;428488640,8;369830932,6
11494929040,00;-790137759,40;-9,04E+08;1,16E+09;790137759,4;418846972
11519765040,00;-9677141,91;-7,28E+08;2,15E+08;9677141,905;355830489,4
11544596040,00;190975910,40;-1,08E+09;-5,26E+08;190975910,4;330639774,8
11569432040,00;25221964,72;-5,17E+08;-3,93E+08;25221964,72;329050826,4
11594263040,00;-65098806,02;7,57E+07;-4,74E+08;65098806,02;269841985,7
11619099040,00;-433265231,30;8,08E+07;1,53E+08;433265231,3;307470507,6
11643930040,00;-353756547,00;-4,63E+08;2,74E+08;353756547;268599907,2
11668766040,00;-256115062,20;-7,23E+08;8,69E+07;256115062,2;283637451,5
11693596040,00;-224806730,70;-7,22E+08;1,25E+08;224806730,7;261006128,2
11718433040,00;-125372489,70;-7,54E+08;-4,48E+08;125372489,7;187143320,4
11743263040,00;-124142820,20;-5,00E+08;-5,03E+08;124142820,2;199861729,1
11768100040,00;-213401151,90;-3,89E+08;-2,14E+08;213401151,9;202353422,6
11792930040,00;26691954,73;-2,77E+08;-4,71E+08;26691954,73;202516754,9
11817767040,00;59218261,24;3,42E+08;-6,79E+08;59218261,24;201863361
11842597040,00;-47611538,17;4,64E+08;-2,23E+08;47611538,17;159012950,6
11867433040,00;161453318,60;5,65E+08;-5,26E+08;161453318,6;137645925,3
11892264040,00;504317672,30;8,43E+08;-7,27E+08;504317672,3;165223993,1
11917100040,00;191707981,80;1,30E+09;-6,49E+08;191707981,8;161546354,3
11941931040,00;-17175026,54;1,19E+09;-5,37E+08;17175026,54;149524413,9
11966767040,00;68956214,19;7,40E+08;-1,54E+08;68956214,19;143392568,8
11991598040,00;221630523,20;6,74E+08;3,47E+07;221630523,2;144306943,4
12016433290,00;-31334643,96;8,36E+08;-3,27E+08;31334643,96;144822797,8
12041264290,00;-15406243,80;9,44E+08;-1,86E+08;15406243,8;139954795,8
12066100290,00;-131436052,30;8,52E+08;-1,09E+08;131436052,3;149268630,7
12090931290,00;201699703,90;8,38E+08;-1,91E+08;201699703,9;153740451,3
12115767290,00;-19035025,84;9,35E+08;-3,48E+08;19035025,84;99820157,28
12140598290,00;-51529172,66;5,62E+08;-3,80E+08;51529172,66;84244734,04
12165434290,00;37712202,07;-3,34E+08;2,01E+08;37712202,07;86526642,44
12190265290,00;70552504,06;-5,91E+08;-5,99E+07;70552504,06;86704007,98
12215101290,00;248447608,40;-2,07E+08;-1,59E+08;248447608,4;89683684,11
12239932290,00;-169148839,10;4,17E+07;-2,71E+08;169148839,1;104996372,5
12264768290,00;28202875,26;-4,01E+06;-3,18E+08;28202875,26;106418220,4
12289599290,00;-17853888,27;-1,19E+08;-4,41E+08;17853888,27;93797979,95
12314435290,00;28682346,94;9,92E+07;-2,77E+08;28682346,94;74573829,18
12339266290,00;289323154,10;3,63E+08;-5,29E+07;289323154,1;104605843,4
12364102290,00;23537966,61;5,45E+08;-2,31E+08;23537966,61;101495709,4
12388933290,00;-276478575,50;6,09E+08;-3,37E+08;276478575,5;128025306,5
12413769290,00;-344599807,30;4,66E+08;-2,79E+08;344599807,3;158475006,8
12438600290,00;-558935344,20;4,99E+08;-1,69E+08;558935344,2;192973644,1
12463436290,00;-512257606,40;5,56E+08;-3,44E+07;512257606,4;231096840,5
12488267290,00;-799312625,50;8,83E+08;-1,27E+08;799312625,5;316775701,6
12513103290,00;-710984001,20;1,17E+09;-1,68E+08;710984001,2;393790158,6
12537934290,00;-421440407,00;1,19E+09;-3,49E+08;421440407;437429943,1
12562770290,00;-697396241,40;9,58E+08;2,90E+08;697396241,4;482771397,2
12587601290,00;-459105246,70;8,88E+08;7,79E+08;459105246,7;531167761,7
12612437290,00;-387398502,20;9,05E+08;1,33E+09;387398502,2;543492198
12637268290,00;-660162341,60;8,04E+08;1,43E+09;660162341,6;578554701,8
12662104290,00;112804484,40;1,11E+09;1,57E+09;112804484,4;528984606,3
12686935290,00;704560250,00;1,94E+09;1,64E+08;704560250;550351566,7
12711771290,00;716925941,70;2,36E+09;2,38E+08;716925941,7;541197490,7
12736601290,00;536548694,40;1,91E+09;3,87E+08;536548694,4;521815789,9
12761438290,00;-102029235,40;-5,03E+07;-4,62E+08;102029235,4;486325659,8
12786268290,00;-664550676,90;-1,22E+09;-6,05E+08;664550676,9;482676152,6
12811105290,00;-819482011,20;-2,05E+09;-6,08E+08;819482011,2;522718015,3
12835935290,00;-684567450,30;-2,23E+09;-6,51E+08;684567450,3;555736787,3
12860771290,00;-422874144,30;-1,03E+09;-2,00E+08;422874144,3;529371432,1
12885602290,00;-389377784,70;-5,91E+08;-3,54E+08;389377784,7;560101798,8
12910438290,00;-646497398,60;-6,15E+08;4,02E+08;646497398,6;553650370,8
12935269290,00;-689393742,10;-7,54E+08;5,88E+08;689393742,1;550591237,5
12960105290,00;-477111747,30;-9,86E+08;1,06E+09;477111747,3;543987132,3
12984936290,00;-506084700,80;-1,09E+09;1,25E+09;506084700,8;588882184
13009772790,00;-343031584,00;-7,83E+08;4,53E+08;343031584;553157840,4
13034603790,00;-206843499,50;-1,06E+09;4,27E+08;206843499,5;485086894,6
13059439790,00;-181534411,30;-9,02E+08;1,72E+08;181534411,3;429194334,7
13084270790,00;-261623139,40;-3,47E+08;1,67E+08;261623139,4;411277556,4
13109106790,00;21416012,05;3,91E+07;5,76E+07;21416012,05;370392915
13133937790,00;-6402701,14;1,03E+08;7,29E+07;6402701,139;299271282
13158773790,00;-355017791,40;-1,79E+08;4,93E+08;355017791,4;262118398,5
13183604790,00;-233571707,00;-1,93E+08;7,71E+08;233571707;235058394,1
13208440790,00;-297198768,90;-6,93E+08;8,79E+08;297198768,9;211848846,1
13233271790,00;-151185023,20;-1,38E+09;8,57E+08;151185023,2;190532561,5
13258107790,00;104761639,20;-2,12E+09;7,83E+08;104761639,2;179190132,6
13282938790,00;145355933,90;-2,80E+09;9,57E+07;145355933,9;175170301,8
13307774790,00;-139132742,30;-2,23E+09;1,60E+09;139132742,3;161560257,7
13332605790,00;-587934610,20;-1,25E+09;1,13E+09;587934610,2;224506768,6
13357441790,00;-161056292,70;-1,99E+09;2,17E+08;161056292,7;241690501
13382272790,00;694823466,50;-3,50E+09;-6,35E+08;694823466,5;279446687,1
13407108790,00;1621761514,00;-4,18E+09;-1,44E+09;1621761514;433689999
13431939790,00;-1098043950,00;8,48E+08;-3,23E+08;1098043950;522672796,9
13456775790,00;-863309231,40;4,95E+09;-2,65E+09;863309231,4;601797708,9
13481606790,00;777521807,00;1,80E+09;-1,05E+09;777521807;676548838,7
13506442790,00;201154158,70;-1,11E+09;1,01E+09;201154158,7;682748641,4
13531273790,00;191195181,00;-9,30E+08;-4,55E+08;191195181;688533356,8
13556109790,00;108399192,10;-8,16E+08;-1,52E+09;108399192,1;635251643,7
13580940790,00;-187513189,30;-5,46E+08;-1,06E+09;187513189,3;638191298,9
13605776790,00;-185334516,80;3,04E+07;-8,33E+08;185334516,8;581581415,6
13630606790,00;-26151087,28;-1,43E+08;-2,47E+08;26151087,28;404291368,2
13655443790,00;-148859585,50;-2,13E+08;-1,37E+08;148859585,5;298826438,8
13680273790,00;-481319988,40;2,23E+08;-5,23E+08;481319988,4;256383189,6
13705110790,00;-362101108,40;-2,11E+08;-5,00E+08;362101108,4;210225334,2
13729940790,00;162328062,10;-6,23E+08;-1,86E+08;162328062,1;205911323,4
13754777790,00;58748145,10;-1,08E+09;1,92E+08;58748145,1;191194986,1
13779607790,00;-190818035,60;-7,65E+08;-3,23E+06;190818035,6;200352635,4
13804443790,00;192435960,20;-1,10E+08;-3,44E+08;192435960,2;200899609,9
13829274790,00;156708887,80;5,64E+08;-4,80E+08;156708887,8;197718984,5
13854110790,00;132197359,80;6,07E+08;-1,94E+07;132197359,8;209501903,7
13878941790,00;40560965,54;3,68E+08;6,55E+07;40560965,54;197468723,7
13903777790,00;-97685338,85;5,79E+08;-1,95E+08;97685338,85;154842651,5
13928608790,00;-25894394,52;6,14E+08;-1,17E+08;25894394,52;117486349,9
13953444790,00;88379495,14;5,56E+08;-1,57E+08;88379495,14;109269842,5
13978275790,00;-156652169,80;6,74E+08;-1,28E+08;156652169,8;120148067,5
14003111670,00;11854645,01;8,46E+08;-8,75E+07;11854645,01;100263246,3
14027942670,00;-85300351,38;1,19E+09;-8,93E+07;85300351,38;88359289,76
14052778670,00;-77075657,84;1,08E+09;-3,18E+08;77075657,84;79511153,1
14077609670,00;206631830,30;9,15E+08;-2,86E+08;206631830,3;87781649,82
14102445670,00;71024959,09;7,82E+08;-2,87E+08;71024959,09;91166537,99
14127276670,00;58938764,33;7,77E+08;-4,06E+08;58938764,33;86861363,05
14152112670,00;-499391393,10;1,54E+09;-5,57E+08;499391393,1;139472140,7
14176943670,00;-618013272,30;1,60E+09;-4,42E+08;618013272,3;198320338,1
14201779670,00;-800789047,50;1,65E+09;-4,59E+08;800789047,5;269891102,3
14226610670,00;-1074073289,00;1,54E+09;-5,03E+08;1074073289;387915396,1
14251446670,00;-889575508,80;1,45E+09;-9,04E+07;889575508,8;477279302,5
14276277670,00;-866482515,30;1,53E+09;6,05E+08;866482515,3;564991175,5
14301113670,00;-710148434,00;1,36E+09;1,27E+09;710148434;620937464,8
14325944670,00;-269321583,50;3,28E+08;1,41E+09;269321583,5;642970423,1
14350780670,00;-475264027,10;1,41E+08;1,16E+09;475264027,1;689228785,6
14375611670,00;-921437571,60;9,60E+08;1,72E+09;921437571,6;736122805,5
14400447670,00;-129204170,10;1,78E+09;2,19E+09;129204170,1;681810683
14425278670,00;403528046,60;1,15E+09;8,87E+08;403528046,6;637670571,8
14450114670,00;231123477,80;-3,29E+08;-3,93E+08;231123477,8;544009481,6
14474945670,00;-212885427,50;-1,36E+09;-6,30E+08;212885427,5;468821694,8
14499781670,00;-1335604627,00;-1,86E+09;-9,53E+08;1335604627;520946373,9
14524611670,00;-1173887014,00;-1,71E+09;-8,79E+08;1173887014;572472882,8
14549448670,00;-331041283,60;-1,43E+09;-1,84E+09;331041283,6;579330627,3
14574278670,00;-131661170,10;-1,61E+09;-1,43E+09;131661170,1;541152532
14599115670,00;405309693,20;-1,83E+09;-9,56E+08;405309693,2;483804990
14623945670,00;301641483,30;-1,50E+09;-3,76E+08;301641483,3;502964691,5
14648781670,00;106274313,90;-9,70E+08;1,75E+08;106274313,9;469936498,9
14673612670,00;-34976874,59;-1,01E+09;6,14E+08;34976874,59;448142431,9
14698448670,00;-729309175,00;-2,11E+08;8,90E+08;729309175;505522848,3
14723279670,00;-734292172,20;2,95E+08;9,48E+08;734292172,2;438710353,3
14748115670,00;-584751386,00;-7,72E+08;1,19E+09;584751386;373250839,1
14772946670,00;-703292573,70;-1,74E+09;1,20E+09;703292573,7;414612093,6
14797782670,00;-296985345,50;-1,62E+09;9,51E+08;296985345,5;432981446,4
14822613670,00;-6166473,63;-1,56E+09;4,81E+08;6166473,627;388632199,8
14847449670,00;106739167,60;-7,13E+08;2,73E+08;106739167,6;366976386,9
14872280670,00;64319,37;-1,44E+08;-5,64E+06;64319,37218;355175276,4
14897116670,00;206272226,60;1,29E+08;-5,81E+08;206272226,6;374208093,3
14921947670,00;59832218,89;3,07E+07;1,50E+08;59832218,89;299821764,8
14946783670,00;41474300,62;-5,78E+07;1,85E+09;41474300,62;222842001,3
14971614670,00;579849080,40;-7,33E+08;1,50E+09;579849080,4;222297300,7
14996450670,00;803852988,50;-1,33E+09;4,15E+08;803852988,5;233470680,1
15021281710,00;101400075,00;-1,24E+09;1,68E+08;101400075;211738983,4
15046117710,00;-70463041,66;-2,41E+09;4,88E+08;70463041,66;218883046,5
15070948710,00;786349933,10;-3,67E+09;-1,42E+09;786349933,1;294395353,8
15095784710,00;-591475684,00;-8,50E+08;-1,44E+09;591475684;360107727,6
15120615710,00;-1515163264,00;2,33E+09;-6,61E+08;1515163264;505540065,1
15145451710,00;-409491621,90;8,87E+08;1,17E+09;409491621,9;544391109,9
15170282710,00;-60207610,13;-1,18E+09;1,54E+09;60207610,13;546472588,7
15195118710,00;166555599,00;-1,22E+09;3,68E+08;166555599;500551090,8
15219949710,00;663946074,80;-8,45E+08;-1,10E+09;663946074,8;485005878,2
15244785710,00;-444993576,40;-4,19E+08;-1,44E+09;444993576,4;523182933,9
15269615710,00;-86397873,76;-2,41E+07;-9,19E+08;86397873,76;524953470,8
15294452710,00;-174664517,60;2,78E+08;-7,29E+08;174664517,6;456988424,6
15319282710,00;24407447,58;2,86E+08;-2,59E+08;24407447,58;393980842,8
15344119710,00;-519826827,00;-8,13E+07;2,47E+08;519826827;283387905,4
15368949710,00;-23032767,18;5,87E+08;-2,47E+08;23032767,18;240448032,6
15393786710,00;204415735,60;3,81E+08;-9,48E+08;204415735,6;256471157,7
15418616710,00;-190564266,40;5,57E+05;-4,28E+08;190564266,4;259138787,4
15443452710,00;217601206,90;-7,79E+08;-3,58E+08;217601206,9;209544913,2
15468283710,00;168033190,40;-1,33E+09;-5,69E+08;168033190,4;178771536,9
15493119710,00;82006614,80;-8,86E+08;-4,03E+08;82006614,8;178283619,3
15517950710,00;37105845,81;-5,37E+08;-1,47E+08;37105845,81;162999322,4
15542786710,00;91395488,98;5,34E+07;-4,75E+08;91395488,98;170442438,1
15567617710,00;27700014,71;3,06E+07;-7,49E+08;27700014,71;115761681,2
15592453710,00;487564230,00;1,05E+07;-3,67E+08;487564230;167376288,2
15617284710,00;-243466365,30;9,57E+07;-2,51E+08;243466365,3;171715247
15642120710,00;-306450818,20;1,66E+08;8,11E+07;306450818,2;184591530,6
15666951710,00;60387704,37;4,72E+08;8,06E+07;60387704,37;167123363,6
15691787710,00;-703420,04;2,71E+08;-2,48E+08;703420,043;148531166,9
15716618710,00;105365656,60;1,91E+08;-3,64E+08;105365656,6;151126616
15741454710,00;-132801377,20;6,07E+08;-6,03E+07;132801377,2;161759452,8
15766285710,00;-47710940,84;8,38E+08;-4,80E+07;47710940,84;156905614,1
15791121710,00;-131434298,20;9,54E+08;9,37E+07;131434298,2;168431645,6
15815952710,00;-97580088,97;1,20E+09;1,60E+08;97580088,97;125100074,4
15840788710,00;-143249766,80;1,57E+09;-1,78E+08;143249766,8;113964896,8
15865619710,00;-549135410,80;1,71E+09;-6,68E+08;549135410,8;140929851,5
15890455710,00;-861770829,00;1,78E+09;-6,48E+08;861770829;229972420,9
